GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.errors,EntityNotFoundException,0,17,0,0,0,2,0,1,0,1
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.errors,ForbiddenException,0,4,0,0,0,2,0,1,0,1
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.utilities,CanonicalFormConverter,0,15,0,0,0,3,0,3,0,3
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.startup,DiningCachingProxyStartup,0,34,0,0,0,11,0,4,0,4
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.startup,DiningCachingProxyApplicationRunner,0,14,0,0,0,5,0,3,0,3
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.startup,WiremockApplicationRunner,0,17,0,0,0,6,0,3,0,3
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.interceptors,RoleUpdateInterceptor,0,101,0,12,0,24,0,9,0,3
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.services,DiningProxyService,0,112,0,8,0,34,0,6,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.services,StatsService,0,71,0,2,0,17,0,8,0,7
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.services,SystemInfoServiceImpl,0,58,0,4,0,15,0,5,0,3
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,AdminsController.AdminDTO,0,18,0,0,0,3,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,HealthController,0,7,0,0,0,2,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,HostManagersController,0,56,0,0,0,11,0,6,0,6
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,AdminsController,0,82,0,2,0,16,0,8,0,7
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,UCSBDiningMenuItemsController,0,27,0,0,0,3,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,ApiController,0,50,0,0,0,14,0,8,0,8
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,UserInfoController,0,6,0,0,0,2,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,DiningCommonsController,0,10,0,0,0,2,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,StatsController.StatsDTO,0,15,0,0,0,1,0,1,0,1
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,UCSBDiningMenuController,0,23,0,0,0,3,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,StatsController,0,19,0,0,0,6,0,2,0,2
diningcachingproxy,edu.ucsb.cs156.diningcachingproxy.controller,SystemInfoController,0,7,0,0,0,2,0,2,0,2
